,year,type,activity,sex,age,fatal_y_n,time,species,latitude,longitude
2107,1959.0,Unprovoked,Treading water,M,Teenager,Y,Evening,Other,36.7014631,-118.755997
2108,1959.0,Unprovoked,Swimming,M,Teenager,N,Noon,Other,-33.546977,20.72753
2109,1959.0,Unprovoked,Other,M,Others,Y,Morning,Other,-25.5445167,32.4578753
2112,1958.0,Unprovoked,Other,M,Senior,N,Other,Other,27.7567667,-81.4639835
2114,1958.0,Provoked,Wading,M,Senior,N,Evening,Other,27.7567667,-81.4639835
2117,1956.0,Unprovoked,Surf fishing,M,Young Adult,N,Other,Other,27.7567667,-81.4639835
2118,1956.0,Provoked,Other,M,Others,Y,Other,Other,50.416667,-4.75
2123,1954.0,Unprovoked,Other,M,Others,Y,Other,Other,-4.355541,143.2325162
2124,1953.0,Unprovoked,Swimming,F,Others,N,Other,Other,-32.2171831,26.6386401
2125,1953.0,Watercraft,Other,M,Others,N,Other,Other,45.1960403,-63.1653789
2126,1953.0,Unprovoked,Spearfishing,M,Others,N,Other,Other,-30.5343665,135.6301212
2127,1953.0,Unprovoked,Spearfishing,M,Others,N,Other,Wobbegong shark,-35.29652355,149.12957364767345
2128,1950.0,Provoked,Fishing,M,Others,N,Other,Other,44.2334238,8.252572737021062
2130,1950.0,Unprovoked,Other,M,Others,Y,Other,Other,6.4095537,-10.6059403
2131,1949.0,Unprovoked,Bathing,F,Young Adult,N,Other,Other,-25.2303005,121.0187246
2133,1946.0,Unprovoked,Other,M,Young Adult,Y,Noon,Other,-22.1646782,144.5844903
2134,1945.0,Sea Disaster,Other,M,Others,Y,Other,Other,26.2160998,127.6792925
2137,1942.0,Unprovoked,Swimming,M,Others,Y,Other,Other,8.9714493,-79.5341802
2138,1941.0,Unprovoked,Other,M,Others,Y,Other,Other,31.5563051,49.0058885
2139,1941.0,Unprovoked,Standing,M,Others,Y,Other,Other,31.5563051,49.0058885
2141,1939.0,Unprovoked,Other,M,Others,Y,Other,Other,10.9094334,78.3665347
2142,1938.0,Unprovoked,Other,M,Others,Y,Other,Other,22.9966023,120.1973841
2143,1937.0,Unprovoked,Swimming,M,Young Adult,Y,Evening,Tiger shark,-22.1646782,144.5844903
2145,1937.0,Provoked,Other,M,Others,N,Other,Other,-31.8759835,147.2869493
2146,1936.0,Unprovoked,Swimming,M,Teenager,Y,Morning,Other,-31.8759835,147.2869493
2149,1935.0,Provoked,Other,M,Others,N,Other,Other,-28.503833,30.8875009
2150,1934.0,Unprovoked,Other,M,Teenager,N,Other,Other,-31.8759835,147.2869493
2151,1932.0,Unprovoked,Other,M,Others,N,Other,Other,-22.1646782,144.5844903
2152,1931.0,Unprovoked,Other,M,Middle-aged Adult,N,Other,Other,-10.416667,142.166667
2153,1931.0,Unprovoked,Other,M,Teenager,Y,Other,Other,-22.1646782,144.5844903
2154,1930.0,Unprovoked,Other,M,Others,N,Other,Other,27.7567667,-81.4639835
2156,1929.0,Unprovoked,Fishing,M,Others,N,Other,Other,39.4697065,-0.3763353
2157,1929.0,Unprovoked,Other,M,Others,Y,Other,Other,-17.793383050000003,177.9782252066411
2158,1927.0,Unprovoked,Diving,M,Others,N,Other,Other,-10.416667,142.166667
2159,1926.0,Unprovoked,Diving,M,Others,N,Other,Other,-10.416667,142.166667
2163,1923.0,Unprovoked,Swimming,M,Others,N,Other,Other,-31.8759835,147.2869493
2165,1922.0,Unprovoked,Swimming,M,Others,Y,Other,Other,53.873596500000005,-0.5347787525091569
2166,1920.0,Unprovoked,Other,M,Young Adult,N,Other,Other,-22.1646782,144.5844903
2167,1919.0,Unprovoked,Other,M,Middle-aged Adult,Y,Morning,Other,-22.1646782,144.5844903
2168,1916.0,Unprovoked,Swimming,M,Child,Y,Other,Other,40.0757384,-74.4041622
2169,1916.0,Unprovoked,Diving,M,Others,N,Other,Other,27.9580004,-15.6062305376665
2170,1913.0,Provoked,Other,M,Others,N,Other,Other,45.1854803,13.9090255
2171,1911.0,Unprovoked,Swimming,M,Others,Y,Other,Other,-10.416667,142.166667
2172,1908.0,Unprovoked,Swimming,M,Teenager,Y,Other,Other,-33.546977,20.72753
2173,1907.0,Unprovoked,Other,M,Others,N,Morning,Other,19.593801499999998,-155.42837009716908
2174,1905.0,Provoked,Fishing,M,Others,N,Other,Other,27.7567667,-81.4639835
2176,1898.0,Unprovoked,Other,M,Others,Y,Other,Other,-22.1646782,144.5844903
2178,1896.0,Unprovoked,Fishing,M,Young Adult,Y,Morning,Other,19.593801499999998,-155.42837009716908
2179,1893.0,Sea Disaster,Other,M,Others,Y,Other,Other,15.5919971,120.73967457219265
2180,1892.0,Unprovoked,Bathing,M,Others,N,Other,Other,-38.00353045,175.95782102762962
2181,1889.0,Unprovoked,Other,M,Others,Y,Other,Other,8.33460325,-13.065601629260717
2183,1888.0,Unprovoked,Other,M,Others,N,Other,Other,32.8855274,13.1638555
2184,1886.0,Watercraft,Fishing,M,Others,N,Other,Other,-36.5986096,144.6780052
2185,1884.0,Unprovoked,Other,M,Others,N,Other,Other,40.0757384,-74.4041622
2186,1884.0,Unprovoked,Fell overboard,F,Others,Y,Other,Other,-30.5343665,135.6301212
2187,1881.0,Unprovoked,Bathing,M,Others,Y,Other,Other,35.6729639,-79.0392919
2188,1880.0,Unprovoked,Swimming,M,Child,Y,Other,Bull shark,-22.1646782,144.5844903
2189,1880.0,Unprovoked,Bathing,F,Teenager,N,Other,Other,-31.8759835,147.2869493
2191,1868.0,Unprovoked,Other,M,Others,N,Other,Other,-38.00353045,175.95782102762962
2192,1864.0,Unprovoked,Other,M,Others,Y,Other,Other,-46.612088,168.3598392
2193,1864.0,Unprovoked,Other,M,Others,Y,Noon,Other,-0.14329415,101.62410241439257
2198,1847.0,Unprovoked,Other,M,Others,N,Other,Other,33.6874388,-80.4363743
2199,1844.0,Unprovoked,Other,M,Others,Y,Other,Other,-23.76537845,-46.6735393
2200,1837.0,Unprovoked,Bathing,M,Others,N,Other,Other,33.6874388,-80.4363743
2202,1832.0,Unprovoked,Fishing,F,Others,N,Other,Other,-31.8759835,147.2869493
2204,1817.0,Unprovoked,Other,M,Others,N,Noon,Other,7.189633796924697,79.95498751225416
2205,1783.0,Sea Disaster,Other,M,Others,Y,Morning,Other,33.752874649877974,-78.8174054563326
2208,1972.0,Unprovoked,Diving,M,Others,Y,Other,Other,-4.05052,39.667169
2209,1972.0,Unprovoked,Swimming,M,Others,N,Other,Other,47.5968685,-122.32414745001807
2210,2023.0,Unprovoked,Wading,F,Senior,N,Evening,Other,40.7127281,-74.0060152
2211,2023.0,Unprovoked,Swimming,M,Middle-aged Adult,N,Noon,3' shark,40.7127281,-74.0060152
2212,2023.0,Unprovoked,Spearfishing,M,Young Adult,N,Noon,Other,27.7567667,-81.4639835
2214,2023.0,Unprovoked,Fishing,M,Child,N,Other,Other,-22.1646782,144.5844903
2215,2022.0,Unprovoked,Diving,M,Others,N,Other,Other,-20.35569395,-40.28820017262445
2216,2022.0,Unprovoked,Surfing,M,Teenager,N,Evening,6' shark,40.7127281,-74.0060152
2217,2022.0,Unprovoked,Swimming,M,Others,N,Noon,Other,40.7127281,-74.0060152
2218,2022.0,Provoked,Other,F,Child,N,Other,Other,40.0757384,-74.4041622
2219,2021.0,Unprovoked,Spearfishing,F,Young Adult,N,Morning,Other,19.593801499999998,-155.42837009716908
2220,2021.0,Unprovoked,Surfing,M,Young Adult,N,Other,Other,-38.00353045,175.95782102762962
2221,2021.0,Unprovoked,Spearfishing,M,Middle-aged Adult,Y,Other,Other,27.7567667,-81.4639835
2222,2021.0,Unprovoked,Wading,F,Young Adult,N,Morning,Other,27.7567667,-81.4639835
2223,2021.0,Unprovoked,Swimming,F,Senior,N,Morning,Other,19.593801499999998,-155.42837009716908
2224,2020.0,Unprovoked,Other,M,Young Adult,N,Other,Other,27.7567667,-81.4639835
2225,2020.0,Unprovoked,Standing,M,Young Adult,N,Noon,Other,27.7567667,-81.4639835
2226,2020.0,Unprovoked,Swimming,F,Senior,Y,Noon,Other,45.709097,-68.8590201
2227,2020.0,Unprovoked,Windsurfing,M,Young Adult,Y,Other,Tiger shark,-22.27584205,166.6417946075743
2230,2019.0,Provoked,Surfing,M,Middle-aged Adult,N,Morning,Other,27.7567667,-81.4639835
2231,2019.0,Unprovoked,Paddle boarding,M,Middle-aged Adult,N,Morning,Other,-22.1646782,144.5844903
2232,2019.0,Unprovoked,Snorkeling,M,Young Adult,N,Evening,Other,26.3918096,-77.1370018
2233,2019.0,Unprovoked,Surfing,M,Teenager,N,Noon,Other,27.7567667,-81.4639835
2234,2019.0,Unprovoked,Spearfishing,M,Others,N,Other,Other,26.3918096,-77.1370018
2235,2017.0,Provoked,Fishing,M,Young Adult,N,Night,4' shark,42.3788774,-72.032366
2236,2017.0,Unprovoked,Swimming,F,Others,N,Other,Other,39.613432,2.8829184529439633
2237,2017.0,Unprovoked,Surfing,M,Others,N,Other,Other,-9.73116465,-138.9787470714598
2238,2017.0,Unprovoked,Surfing,M,Teenager,N,Noon,Other,27.7567667,-81.4639835
2240,2016.0,Unprovoked,Spearfishing,M,Young Adult,N,Noon,Other,-22.27584205,166.6417946075743
2241,2015.0,Unprovoked,Swimming,M,Middle-aged Adult,N,Morning,Other,19.593801499999998,-155.42837009716908
2242,2015.0,Unprovoked,Spearfishing,M,Others,N,Other,Tiger shark,-17.762453299999997,177.43747042786867
2243,2015.0,Provoked,Other,M,Young Adult,N,Other,Other,36.7014631,-118.755997
2244,2015.0,Unprovoked,Spearfishing,F,Young Adult,N,Other,6' shark,26.661393099999998,-78.26835346979033
2245,2015.0,Unprovoked,Swimming,M,Others,N,Noon,Other,27.7567667,-81.4639835
2246,2015.0,Unprovoked,Surfing,M,Young Adult,N,Morning,Other,-31.8759835,147.2869493
2247,2014.0,Watercraft,Fishing,M,Others,N,Other,White shark,-25.2303005,121.0187246
2248,2014.0,Unprovoked,Other,M,Teenager,N,Other,Other,41.8523094,1.5745043
2250,2014.0,Unprovoked,Swimming,F,Others,N,Other,Other,38.3436365,-0.4881708
2251,2014.0,Unprovoked,Swimming,M,Others,N,Other,Other,35.6729639,-79.0392919
2252,2014.0,Unprovoked,Swimming,M,Senior,N,Evening,Other,19.593801499999998,-155.42837009716908
2253,2014.0,Unprovoked,Swimming,F,Middle-aged Adult,N,Noon,4' to 5' shark,33.6874388,-80.4363743
2254,2013.0,Provoked,Shark fishing,M,Senior,N,Morning,Other,-20.35569395,-40.28820017262445
2255,2013.0,Unprovoked,Other,M,Senior,Y,Morning,White shark,-32.2171831,26.6386401
2256,2013.0,Unprovoked,Standing,M,Child,N,Morning,Other,27.7567667,-81.4639835
2257,2013.0,Unprovoked,Diving,M,Middle-aged Adult,N,Morning,Other,26.3918096,-77.1370018
2258,2012.0,Unprovoked,Swimming,F,Young Adult,N,Other,Other,-18.623146849999998,-174.00213804910913
2259,2012.0,Watercraft,Kayaking,M,Young Adult,N,Other,Other,-30.5343665,135.6301212
2261,2011.0,Unprovoked,Surfing,M,Middle-aged Adult,N,Other,Other,43.9792797,-120.737257
2263,2011.0,Unprovoked,Other,M,Others,N,Other,Other,45.0819456,134.726645
2264,2011.0,Unprovoked,Snorkeling,M,Senior,N,Other,Other,-25.2303005,121.0187246
2266,2010.0,Unprovoked,Surfing,M,Others,N,Other,Other,-8.2271303,115.1919203
2267,2010.0,Unprovoked,Swimming,M,Child,N,Morning,Other,33.6874388,-80.4363743
2269,2009.0,Unprovoked,Surfing,F,Young Adult,N,Noon,Other,27.7567667,-81.4639835
2270,2008.0,Watercraft,Fishing,M,Others,N,Other,Other,-30.5343665,135.6301212
2271,2008.0,Provoked,Scuba diving,M,Young Adult,N,Evening,Other,-31.8759835,147.2869493
2272,2008.0,Unprovoked,Surfing,M,Middle-aged Adult,N,Noon,Tiger shark,19.593801499999998,-155.42837009716908
2273,2008.0,Unprovoked,Surfing,M,Young Adult,N,Noon,Other,33.6874388,-80.4363743
2274,2008.0,Unprovoked,Swimming,M,Senior,Y,Morning,Other,36.7014631,-118.755997
2275,2007.0,Provoked,Other,M,Others,N,Other,Other,27.7567667,-81.4639835
2276,2007.0,Unprovoked,Surfing,F,Middle-aged Adult,N,Morning,Other,-31.8759835,147.2869493
2277,2006.0,Unprovoked,Surfing,M,Middle-aged Adult,N,Morning,Other,-30.5343665,135.6301212
2278,2006.0,Provoked,Spearfishing,M,Teenager,N,Noon,Other,19.593801499999998,-155.42837009716908
2279,2006.0,Unprovoked,Wading,M,Teenager,N,Morning,Other,-22.1646782,144.5844903
2280,2005.0,Unprovoked,Diving,M,Young Adult,N,Other,Other,26.3918096,-77.1370018
2281,2005.0,Unprovoked,Boogie boarding,F,Child,N,Morning,Other,33.6874388,-80.4363743
2282,2005.0,Unprovoked,Other,F,Others,N,Evening,Other,27.7567667,-81.4639835
2283,2005.0,Unprovoked,Surfing,M,Young Adult,N,Morning,Other,-33.546977,20.72753
2284,2005.0,Provoked,Spearfishing,M,Others,N,Other,Other,-36.5986096,144.6780052
2285,2004.0,Unprovoked,Wading,M,Teenager,N,Evening,Other,31.2638905,-98.5456116
2286,2004.0,Unprovoked,Diving,M,Others,N,Other,Other,-31.8759835,147.2869493
2287,2004.0,Unprovoked,Surfing,M,Teenager,N,Noon,Other,-33.546977,20.72753
2288,2004.0,Unprovoked,Swimming,M,Others,N,Noon,Other,9.019792500000001,-64.21680012328406
2289,2003.0,Unprovoked,Surfing,M,Teenager,N,Noon,Other,27.7567667,-81.4639835
2290,2003.0,Unprovoked,Surfing,M,Teenager,N,Noon,Other,27.7567667,-81.4639835
2291,2003.0,Unprovoked,Swimming,M,Middle-aged Adult,N,Other,Other,16.752446149999997,-169.51070155661202
2292,2003.0,Unprovoked,Surfing,M,Middle-aged Adult,N,Morning,4' to 5' shark,27.7567667,-81.4639835
2294,2002.0,Unprovoked,Swimming,F,Young Adult,N,Morning,Other,19.593801499999998,-155.42837009716908
2295,2002.0,Unprovoked,Swimming,F,Young Adult,N,Evening,Other,33.2588817,-86.8295337
2298,2001.0,Unprovoked,Swimming,M,Child,Y,Evening,Other,37.1232245,-78.4927721
2299,2001.0,Unprovoked,Other,M,Others,N,Noon,Other,27.7567667,-81.4639835
2300,2001.0,Provoked,Snorkeling,M,Others,N,Other,Wobbegong shark,-31.8759835,147.2869493
2301,2001.0,Unprovoked,Surfing,M,Others,N,Other,Other,27.7567667,-81.4639835
2303,2000.0,Unprovoked,Other,M,Others,N,Noon,Other,27.7567667,-81.4639835
2304,2000.0,Unprovoked,Fishing,M,Others,N,Other,Other,27.7567667,-81.4639835
2305,1999.0,Unprovoked,Bathing,F,Child,N,Other,Other,-43.586562,171.21232939964904
2306,1999.0,Unprovoked,Swimming,F,Middle-aged Adult,N,Morning,Other,-20.0130199,57.584627
2308,1998.0,Unprovoked,Spearfishing,M,Young Adult,N,Noon,Other,25.5905,-77.72610063734791
2309,1998.0,Unprovoked,Other,M,Young Adult,Y,Morning,White shark,-32.2171831,26.6386401
2310,1995.0,Unprovoked,Surfing,M,Teenager,N,Other,Other,27.7567667,-81.4639835
2311,1995.0,Unprovoked,Surfing,M,Teenager,N,Other,Other,27.7567667,-81.4639835
2312,1995.0,Unprovoked,Other,M,Others,Y,Other,Other,-20.8799889,55.448137
2313,1995.0,Unprovoked,Other,M,Young Adult,Y,Noon,White shark,-25.2303005,121.0187246
2314,1995.0,Unprovoked,Wading,M,Young Adult,N,Morning,1.8 m [6'] shark,27.7567667,-81.4639835
2315,1994.0,Unprovoked,Swimming,M,Others,Y,Other,Other,-8.4116316,-37.5919699
2316,1994.0,Provoked,Fishing,M,Others,N,Evening,Other,19.593801499999998,-155.42837009716908
2317,1994.0,Unprovoked,Swimming,M,Young Adult,N,Noon,Other,-28.503833,30.8875009
2318,1991.0,Unprovoked,Surfing,M,Middle-aged Adult,N,Morning,Other,43.9792797,-120.737257
2319,1991.0,Unprovoked,Other,M,Young Adult,N,Other,Other,-22.1646782,144.5844903
2320,1989.0,Unprovoked,Surfing,M,Others,Y,Evening,Other,-20.9043227,55.6061552
2321,1989.0,Unprovoked,Surfing,M,Teenager,N,Other,Other,27.7567667,-81.4639835
2322,1988.0,Unprovoked,Surfing,M,Young Adult,N,Other,5' shark,27.7567667,-81.4639835
2323,1988.0,Unprovoked,Surfing,M,Young Adult,N,Morning,Other,36.7014631,-118.755997
2324,1987.0,Unprovoked,Surfing,M,Others,N,Other,Other,27.7567667,-81.4639835
2325,1986.0,Unprovoked,Surfing,M,Young Adult,N,Other,Other,27.7567667,-81.4639835
2327,1983.0,Unprovoked,Other,M,Young Adult,N,Noon,Other,27.7567667,-81.4639835
2328,1982.0,Unprovoked,Other,M,Others,N,Morning,Other,36.7014631,-118.755997
2329,1982.0,Unprovoked,Swimming,M,Young Adult,N,Noon,Other,-32.2171831,26.6386401
2330,1981.0,Provoked,Other,M,Others,N,Other,Other,-33.546977,20.72753
2332,1980.0,Provoked,Fishing,M,Senior,N,Other,Other,-33.546977,20.72753
2333,1979.0,Unprovoked,Kayaking,M,Middle-aged Adult,N,Other,Other,27.7567667,-81.4639835
2334,1978.0,Unprovoked,Scuba diving,M,Others,N,Other,Other,-42.035067,146.6366887
2336,1975.0,Unprovoked,Surfing,M,Teenager,N,Noon,Other,-32.2171831,26.6386401
2337,1974.0,Watercraft,Fishing,M,Others,N,Other,White shark,-30.5343665,135.6301212
2338,1974.0,Unprovoked,Surfing,M,Others,N,Other,Other,36.7014631,-118.755997
2339,1974.0,Unprovoked,Spearfishing,M,Young Adult,N,Other,Other,-33.546977,20.72753
2340,1974.0,Unprovoked,Swimming,M,Others,Y,Other,Other,-23.328398,32.8066057
2341,1973.0,Unprovoked,Swimming,M,Young Adult,Y,Noon,Other,-23.328398,32.8066057
2342,1973.0,Unprovoked,Other,M,Others,N,Other,Other,-22.1646782,144.5844903
2343,1972.0,Unprovoked,Other,M,Others,N,Other,Other,9.0876856,167.46915344080432
2345,1968.0,Unprovoked,Spearfishing,M,Teenager,N,Other,Other,25.08845335,-76.13458356483177
2347,1967.0,Unprovoked,Other,M,Others,N,Other,Other,34.000754,-81.0352313
2348,1966.0,Unprovoked,Spearfishing,M,Young Adult,N,Other,1.8 m [6'] shark,-31.8759835,147.2869493
2349,1965.0,Provoked,Other,M,Others,N,Other,Other,-5.0,145.5
2351,1964.0,Provoked,Other,M,Others,N,Other,Other,27.7567667,-81.4639835
2352,1964.0,Unprovoked,Other,M,Teenager,Y,Other,1.8 m [6'] shark,9.5859171,-78.87882882917526
2353,1964.0,Unprovoked,Other,M,Others,N,Other,Other,-38.00353045,175.95782102762962
2354,1964.0,Unprovoked,Standing,M,Teenager,N,Morning,Other,-32.2171831,26.6386401
2355,1963.0,Provoked,Other,M,Teenager,N,Evening,Other,-28.503833,30.8875009
2356,1963.0,Unprovoked,Wading,M,Others,N,Other,6' shark,-5.2245897,151.55696765353173
2360,1962.0,Unprovoked,Other,M,Young Adult,N,Other,Other,-2.2235542,147.0182858
2361,1962.0,Unprovoked,Standing,M,Young Adult,N,Noon,1.8 m [6'] shark,40.0757384,-74.4041622
2362,1962.0,Unprovoked,Other,M,Young Adult,N,Other,Other,36.7014631,-118.755997
2363,1962.0,Unprovoked,Other,M,Others,N,Other,Other,-22.1646782,144.5844903
2364,1961.0,Unprovoked,Other,M,Middle-aged Adult,Y,Other,Other,27.7567667,-81.4639835
2365,1961.0,Provoked,Fishing,M,Others,N,Other,Other,45.6549326,12.2042827
2366,1961.0,Watercraft,Other,M,Others,N,Other,Other,27.7567667,-81.4639835
2367,1961.0,Provoked,Spearfishing,M,Others,N,Other,Other,-25.2303005,121.0187246
2368,1960.0,Unprovoked,Fishing,M,Others,N,Other,Other,-22.1646782,144.5844903
2369,1960.0,Unprovoked,Other,M,Young Adult,N,Noon,Other,40.0757384,-74.4041622
2370,1960.0,Unprovoked,Swimming,M,Young Adult,N,Noon,Other,32.3293809,-83.1137366
2371,1960.0,Unprovoked,Swimming,F,Teenager,N,Noon,Other,36.7014631,-118.755997
2374,1959.0,Unprovoked,Other,M,Others,N,Other,Other,10.9645415,-64.09754466198463
2375,1959.0,Provoked,Fishing,M,Others,N,Other,Other,-7.0,147.0
2378,1958.0,Unprovoked,Other,M,Child,N,Noon,Other,27.7567667,-81.4639835
2379,1958.0,Unprovoked,Spearfishing,M,Others,Y,Other,Other,-5.8891465,149.699546
2380,1957.0,Unprovoked,Floating,M,Young Adult,Y,Noon,Other,-28.503833,30.8875009
2381,1957.0,Provoked,Standing,M,Teenager,N,Morning,Other,27.7567667,-81.4639835
2383,1955.0,Unprovoked,Body surfing,M,Young Adult,Y,Evening,Other,-31.8759835,147.2869493
2384,1954.0,Provoked,Other,M,Senior,N,Other,Other,55.0631283,-3.5557468
2385,1954.0,Unprovoked,Swimming,M,Others,N,Other,Other,-31.8759835,147.2869493
2386,1953.0,Unprovoked,Other,M,Others,N,Other,Other,19.593801499999998,-155.42837009716908
2387,1952.0,Unprovoked,Other,M,Young Adult,N,Other,Other,-30.5343665,135.6301212
2389,1951.0,Unprovoked,Body surfing,M,Teenager,N,Noon,Other,-28.503833,30.8875009
2390,1948.0,Provoked,Other,M,Others,N,Other,Other,-33.546977,20.72753
2391,1948.0,Unprovoked,Surf skiing,M,Others,N,Other,6' shark,-31.8759835,147.2869493
2396,1943.0,Unprovoked,Swimming,M,Young Adult,Y,Noon,Other,-28.503833,30.8875009
2397,1942.0,Sea Disaster,Other,M,Others,N,Other,Other,-3.84513925,-32.4063735
2402,1936.0,Provoked,Other,F,Others,N,Other,Other,-31.8759835,147.2869493
2403,1936.0,Unprovoked,Other,M,Teenager,Y,Evening,White shark,-30.5343665,135.6301212
2405,1933.0,Unprovoked,Pearl diving,M,Teenager,N,Other,Tiger shark,-22.1646782,144.5844903
2408,1929.0,Unprovoked,Other,M,Child,N,Other,Other,-30.5343665,135.6301212
2409,1929.0,Unprovoked,Other,M,Young Adult,N,Other,Other,27.7567667,-81.4639835
2410,1928.0,Provoked,Other,M,Others,N,Other,Other,43.4586541,11.1389204
2411,1927.0,Unprovoked,Body surfing,M,Others,N,Morning,Other,-32.2171831,26.6386401
2412,1923.0,Watercraft,Fishing,M,Others,N,Other,Other,40.0757384,-74.4041622
2414,1922.0,Unprovoked,Swimming,M,Others,Y,Other,Other,-31.8759835,147.2869493
2416,1921.0,Unprovoked,Fell overboard,M,Others,Y,Other,Other,-19.121593,-44.37739
2417,1920.0,Unprovoked,Other,F,Others,N,Other,Other,-38.00353045,175.95782102762962
2418,1919.0,Unprovoked,Swimming,F,Others,N,Other,Other,-43.586562,171.21232939964904
2419,1916.0,Unprovoked,Swimming,M,Others,Y,Morning,Other,-22.1646782,144.5844903
2420,1915.0,Unprovoked,Fishing,M,Others,Y,Other,Other,23.9891553,-98.7026825
2423,1913.0,Sea Disaster,Other,M,Others,Y,Other,Other,-19.121593,-44.37739
2424,1913.0,Unprovoked,Other,M,Others,Y,Other,Other,33.6874388,-80.4363743
2425,1913.0,Unprovoked,Other,M,Others,Y,Other,Other,-20.8799889,55.448137
2426,1912.0,Unprovoked,Other,M,Others,N,Other,Other,-31.8759835,147.2869493
2427,1911.0,Unprovoked,Other,M,Others,Y,Other,Other,33.6874388,-80.4363743
2428,1911.0,Sea Disaster,Other,M,Young Adult,N,Other,Other,-25.2303005,121.0187246
2429,1908.0,Unprovoked,Other,M,Others,Y,Other,Other,42.61946,-7.863112
2430,1907.0,Unprovoked,Bathing,M,Others,N,Morning,Other,-31.8759835,147.2869493
2431,1906.0,Unprovoked,Swimming,M,Others,Y,Other,Other,-10.416667,142.166667
2432,1904.0,Unprovoked,Other,M,Others,Y,Other,Other,22.401930800000002,-79.95762339218061
2433,1899.0,Unprovoked,Bathing,M,Others,Y,Other,Other,46.1425447,10.9665729
2434,1898.0,Sea Disaster,Other,M,Others,Y,Other,Other,19.593801499999998,-155.42837009716908
2435,1892.0,Provoked,Fishing,M,Young Adult,N,Other,Other,-31.8759835,147.2869493
2436,1889.0,Unprovoked,Other,M,Others,Y,Other,Other,-22.1646782,144.5844903
2437,1888.0,Unprovoked,Other,M,Others,Y,Other,Other,-31.8759835,147.2869493
2438,1885.0,Unprovoked,Bathing,M,Others,N,Other,Other,-25.2303005,121.0187246
2439,1885.0,Unprovoked,Fishing,M,Others,N,Other,Other,-28.503833,30.8875009
2440,1882.0,Unprovoked,Other,M,Others,N,Other,Other,35.67924925,139.55832752592323
2441,1882.0,Unprovoked,Other,M,Others,Y,Other,Other,-3.84513925,-32.4063735
2442,1880.0,Sea Disaster,Other,M,Others,Y,Other,Other,-31.8759835,147.2869493
2443,1874.0,Unprovoked,Bathing,M,Others,N,Other,Other,-31.8759835,147.2869493
